Data;Õtem;Respons·vel;Curso;Valor
07/04/2021;CARTEIRA PARA SALA DE AULA (L-166 √ÅRTICO);Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 150,00 
01/04/2021;BANCADA P/ ENSAIOS ELETROELETR√îNICOS DCE 216A;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 1.194,00 
01/04/2021;BANCADA PARA ENSAIOS ELETROELETR√îNICOS D;Paraguassu;TÈcnico em EletrÙnica;R$ 1.194,00 
01/04/2021;BANCADA PARA ENSAIOS ELETROELETR√îNICOS D;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 1.194,00 
01/04/2021;BANCADA PARA ENSAIOS ELETROELETR√îNICOS D;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 1.194,00 
31/03/2021;MESA EM L COM DIVISORIA - DC 1508 BARROS;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 1.060,00 
31/03/2021;MESA EM L COM DIVISORIA - DC 1508 BARROS;Paraguassu;TÈcnico em EletrÙnica;R$ 1.060,00 
31/03/2021;BANCADA PARA ENSAIOS ELETROELETR√îNICOS-  NJG;Paraguassu;TÈcnico em MecatrÙnica;R$ 1.194,00 
31/03/2021;BANCADA PARA ENSAIOS ELETROELETR√îNICOS-  NJG;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 1.194,00 
31/03/2021;BANCADA PARA ENSAIOS ELETROELETR√îNICOS-  NJG;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 1.194,00 
31/03/2021;BANCADA PARA ENSAIOS ELETROELETR√îNICOS-  NJG;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 1.194,00 
02/03/2021;BANCADA INDUSTRIAL COM 01 GAVETA - BARROS;Paraguassu;TÈcnico em EletrÙnica;R$ 1.092,50 
02/03/2021;BANCADA INDUSTRIAL COM 01 GAVETA - BARROS;Paraguassu;TÈcnico em MecatrÙnica;R$ 1.092,50 
26/02/2021;MEDIDOR  POTENCIA, FASE E FATOR- MEGABRAS;Paraguassu;TÈcnico em MecatrÙnica;R$ 1.669,50 
26/02/2021;MEDIDOR  POTENCIA, FASE E FATOR- MEGABRAS;Paraguassu;TÈcnico em MecatrÙnica;R$ 1.669,50 
26/02/2021;MEDIDOR  POTENCIA, FASE E FATOR- MEGABRAS;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 1.669,50 
18/02/2021;ALICATE CRIMPADOR BNC - HT 336 C;Paraguassu;TÈcnico em MecatrÙnica;R$ 61,00 
04/02/2021;MESA DE CENTRO-900 X 580MM-DCE-0251A-BARROS;Paraguassu;TÈcnico em MecatrÙnica;R$ 800,00 
04/02/2021;MESA DE CENTRO-900 X 580MM-DCE-0251A-BARROS;Paraguassu;TÈcnico em EletrÙnica;R$ 800,00 
03/02/2021;PAINEL SIMULADOR DE ELETROPNEUM√ÅTICA;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 27.450,00 
02/02/2021;REOSTATO  TIPO LSBORAT.200 OHMS  ELETELE;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 605,79 
02/02/2021;REOSTATO  TIPO LSBORAT.200 OHMS  ELETELE;Paraguassu;TÈcnico em MecatrÙnica;R$ 605,79 
02/02/2021;REOSTATO  TIPO LSBORAT.200 OHMS  ELETELE;Paraguassu;TÈcnico em EletrÙnica;R$ 605,79 
29/01/2021;MESA P/ PROFESSOR 1400X800X735MM;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 385,00 
28/01/2021;TACOMETRO DIGITAL PORT. C/MIRA LASER TD712;Paraguassu;TÈcnico em MecatrÙnica;R$ 97,75 
28/01/2021;TACOMETRO DIGITAL PORT. C/MIRA LASER TD712;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 97,75 
28/01/2021;FONTE DE ALIMENTA√á√ÉO AJUST. 0 A 30 FA3030;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 294,00 
28/01/2021;FONTE DE ALIMENTA√á√ÉO AJUST. 0 A 30 FA3030;Paraguassu;TÈcnico em EletrÙnica;R$ 294,00 
08/01/2021;ARM√ÅRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 387,50 
08/01/2021;ARM√ÅRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Paraguassu;TÈcnico em EletrÙnica;R$ 387,50 
08/01/2021;ARM√ÅRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Paraguassu;TÈcnico em EletrÙnica;R$ 387,50 
08/01/2021;ARM√ÅRIO BAIXO P.F.1000X900X550 -L-166-SCARPARO;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 387,50 
23/12/2020;TESTADOR DE P/ CABOS UTP/STP/COAX-F IDEAL;Paraguassu;TÈcnico em MecatrÙnica;R$ 1.220,00 
23/12/2020;IDENTIFICADOR VISUAL FALHAS C/FONTE IDEAL;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 1.200,00 
23/12/2020;IDENTIFICADOR VISUAL FALHAS C/FONTE IDEAL;Paraguassu;TÈcnico em EletrÙnica;R$ 1.200,00 
22/12/2020;TRANSFORMADOR TRIF√ÅSICO DID√ÅTICO OPUS;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 299,00 
22/12/2020;TRANSFORMADOR TRIF√ÅSICO DID√ÅTICO OPUS;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 299,00 
22/12/2020;TRANSFORMADOR TRIF√ÅSICO DID√ÅTICO OPUS;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 299,00 
22/12/2020;PROTOBOARD - 1600 PONTOS TOYO MSB400;Paraguassu;TÈcnico em EletrÙnica;R$ 37,10 
22/12/2020;PROTOBOARD - 1600 PONTOS TOYO MSB400;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 37,10 
22/12/2020;PROTOBOARD - 1600 PONTOS TOYO MSB400;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 37,10 
22/12/2020;TERM√îMETRO DIGITAL C/MIRA LASER ICEL TD961;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 133,00 
22/12/2020;TERM√îMETRO DIGITAL C/MIRA LASER ICEL TD961;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 133,00 
22/12/2020;MEG√îHMETRO DIGITAL ICEL MG3000;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 287,00 
22/12/2020;MEG√îHMETRO DIGITAL ICEL MG3000;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 287,00 
22/12/2020;TERR√îMETRO DIGITAL ICEL TR4200;Paraguassu;TÈcnico em MecatrÙnica;R$ 315,00 
22/12/2020;ESTA√á√ÉO DE SOLDAGEM 200 A 450 GRAUS C;Paraguassu;TÈcnico em EletrÙnica;R$ 145,00 
22/12/2020;ESTA√á√ÉO DE SOLDAGEM 200 A 450 GRAUS C;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 145,00 
22/12/2020;ESTA√á√ÉO DE SOLDAGEM 200 A 450 GRAUS C;Paraguassu;TÈcnico em MecatrÙnica;R$ 145,00 
22/12/2020;ESTA√á√ÉO DE SOLDAGEM 200 A 450 GRAUS C;Paraguassu;TÈcnico em MecatrÙnica;R$ 145,00 
17/12/2020;ALICATE PRESS√ÉO 10P BICO CURVO BELZER;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 20,10 
17/12/2020;ALICATE PRESS√ÉO 10P BICO CURVO BELZER;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 20,10 
16/12/2020;SACA POLIA C/ 3 GARRAS ARTICULADAS GEDORE;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 400,00 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Paraguassu;TÈcnico em MecatrÙnica;R$ 36,30 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Paraguassu;TÈcnico em MecatrÙnica;R$ 36,30 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Paraguassu;TÈcnico em EletrÙnica;R$ 36,30 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 36,30 
10/12/2020;ALICATE DECAPADOR DE CABOS E FIOS;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 36,30 
10/12/2020;ALICATE PRENSAR TERMINAS 0,5-6MM2 HT301;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 54,30 
10/12/2020;JOGO CHAVES COMBINADAS 6A32MM TRAMONTINA;Paraguassu;TÈcnico em MecatrÙnica;R$ 287,90 
05/12/2020;VARIADOR DE TENS√ÉO MONOF√ÅSICO POLITERM;Paraguassu;TÈcnico em EletrÙnica;R$ 371,00 
05/12/2020;VARIADOR DE TENS√ÉO MONOF√ÅSICO POLITERM;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 371,00 
05/12/2020;VARIADOR DE TENS√ÉO MONOF√ÅSICO POLITERM;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 371,00 
01/12/2020;MOTOR TRIFASICO DE INDU√á√ÉO KCEL ME1977;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 217,59 
28/11/2020;R√ÅDIO DIG.1 ENLACE (2 TERMINAIS)  - MDS;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 30.831,02 
27/11/2020;ALICATE UNIVERSAL 8P VONDER;Paraguassu;TÈcnico em MecatrÙnica;R$ 17,90 
27/11/2020;ALICATE UNIVERSAL 8P VONDER;Paraguassu;TÈcnico em EletrÙnica;R$ 17,90 
27/11/2020;BEBEDOURO EL√âTRICO DE PRESS√ÉO 110V-LIBELL;Paraguassu;TÈcnico em EletrÙnica;R$ 429,13 
26/11/2020;ARM√ÅRIO M√âDIO 800X1000X500MM-L-022-SCARPARO;Paraguassu;TÈcnico em EletrÙnica;R$ 387,00 
26/11/2020;ARM√ÅRIO M√âDIO 800X1000X500MM-L-022-SCARPARO;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 387,00 
24/11/2020;ALICATE CRIMPADOR 2 EM 1 7.1/2P/ RJ45 -VONDER;Paraguassu;TÈcnico em MecatrÙnica;R$ 30,35 
24/11/2020;ALICATE PRESS√ÉO 10P B. RETOS CURV.GEDORE;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 18,12 
24/11/2020;MARRETA 1KG-CABO DE FIBRA DE VIDRO-GEDORE;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 131,00 
11/11/2020;QUADRO BRANCO MAGN√âTICO - CORTIARTE;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 234,30 
06/11/2020;ESTA√á√ÉO ANAL. RETRABALHO SMD 110V-TOYO;Paraguassu;TÈcnico em MecatrÙnica;R$ 630,00 
06/11/2020;ESTA√á√ÉO ANAL. RETRABALHO SMD 110V-TOYO;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 630,00 
06/11/2020;ESTA√á√ÉO ANAL. RETRABALHO SMD 110V-TOYO;Paraguassu;TÈcnico em MecatrÙnica;R$ 630,00 
06/11/2020;ESTA√á√ÉO DE DESSOLDAGEM TS-700 110V- TOYO;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 806,00 
06/11/2020;ESTA√á√ÉO DE DESSOLDAGEM TS-700 110V- TOYO;Paraguassu;TÈcnico em EletrÙnica;R$ 806,00 
06/11/2020;ESTA√á√ÉO SOLDAGEM DIG.200A450GRAUS C-TOYO;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 145,00 
06/11/2020;ESTA√á√ÉO SOLDAGEM DIG.200A450GRAUS C-TOYO;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 145,00 
06/11/2020;ESTA√á√ÉO SOLDAGEM DIG.200A450GRAUS C-TOYO;Paraguassu;TÈcnico em EletrÙnica;R$ 145,00 
05/11/2020;MOTO ESMERIL DE BANCADA TRIF.C/PEDEST. CEL;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 355,00 
04/11/2020;CADEIRA C/P√âS TRAPEZOIDAIS PRETA-STILOFLEX;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 97,80 
04/11/2020;CADEIRA C/P√âS TRAPEZOIDAIS PRETA-STILOFLEX;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 97,80 
04/11/2020;CADEIRA C/P√âS TRAPEZOIDAIS PRETA-STILOFLEX;Paraguassu;TÈcnico em EletrÙnica;R$ 97,80 
04/11/2020;CADEIRA C/P√âS TRAPEZOIDAIS PRETA-STILOFLEX;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 97,80 
04/11/2020;CADEIRA FIXA POLIPROPILENO AZUL - STILOFLEX;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 57,00 
04/11/2020;CADEIRA FIXA POLIPROPILENO AZUL - STILOFLEX;Paraguassu;TÈcnico em MecatrÙnica;R$ 57,00 
04/11/2020;CADEIRA FIXA POLIPROPILENO AZUL - STILOFLEX;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 57,00 
04/11/2020;CADEIRA FIXA POLIPROPILENO AZUL - STILOFLEX;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 57,00 
04/11/2020;CADEIRA GIRAT.C/BRA√áOS REG.PRETA-STILOFLEX;Paraguassu;TÈcnico em EletrÙnica;R$ 230,00 
04/11/2020;CADEIRA GIRAT.C/BRA√áOS REG.PRETA-STILOFLEX;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 230,00 
04/11/2020;CADEIRA GIRAT.C/BRA√áOS REG.PRETA-STILOFLEX;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 230,00 
04/11/2020;CADEIRA GIRAT.S/BRA√áOS REG.PRETA-STILOFLEX;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 191,00 
04/11/2020;CADEIRA GIRAT.S/BRA√áOS REG.PRETA-STILOFLEX;Paraguassu;TÈcnico em MecatrÙnica;R$ 191,00 
04/11/2020;SOF√Å DE 2 LUGARES P/ RECEP. PRETO -STILOFLEX;Paraguassu;TÈcnico em MecatrÙnica;R$ 460,00 
04/11/2020;SOF√Å DE 2 LUGARES P/ RECEP. PRETO -STILOFLEX;Paraguassu;TÈcnico em MecatrÙnica;R$ 460,00 
04/11/2020;SOF√Å DE 2 LUGARES P/ RECEP. PRETO -STILOFLEX;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 460,00 
04/11/2020;CADEIRA GIRAT. S/ BRA√áOS ROYAL -STILOFLEX;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRA√áOS ROYAL -STILOFLEX;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRA√áOS ROYAL -STILOFLEX;Paraguassu;TÈcnico em MecatrÙnica;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRA√áOS ROYAL -STILOFLEX;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRA√áOS ROYAL -STILOFLEX;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 188,00 
04/11/2020;CADEIRA GIRAT√ìRIA C/BRA√áO -ROYAL -STILOFLEX;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 215,00 
04/11/2020;CADEIRA GIRAT√ìRIA C/BRA√áO -ROYAL -STILOFLEX;Paraguassu;TÈcnico em EletrÙnica;R$ 215,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;TÈcnico em MecatrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;TÈcnico em MecatrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;TÈcnico em MecatrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;TÈcnico em MecatrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;TÈcnico em EletrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;TÈcnico em MecatrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;TÈcnico em EletrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;TÈcnico em EletrÙnica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Paraguassu;TÈcnico em EletrÙnica;R$ 113,00 
27/10/2020;ESTANTE-06PRATELEIRA DE A√áO  -SCHEFFER;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 180,00 
27/10/2020;ESTANTE-06PRATELEIRA DE A√áO  -SCHEFFER;Paraguassu;TÈcnico em EletrÙnica;R$ 180,00 
27/10/2020;ESTANTE-06PRATELEIRA DE A√áO  -SCHEFFER;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 180,00 
27/10/2020;ESTANTE-06PRATELEIRA DE A√áO  -SCHEFFER;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 180,00 
27/10/2020;ESTANTE-06PRATELEIRA DE A√áO  -SCHEFFER;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 180,00 
27/10/2020;ESTANTE-06PRATELEIRA DE A√áO  -SCHEFFER;Paraguassu;TÈcnico em EletrÙnica;R$ 180,00 
24/10/2020;FURADEIRA IMPACTO 13MM -1/2 -560W. - METABO;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 160,00 
24/10/2020;FURADEIRA IMPACTO 13MM -1/2 -560W. - METABO;Paraguassu;TÈcnico em EletrÙnica;R$ 160,00 
24/10/2020;SOPRADOR T√âRMICO 1500W HE2000 110V-MAKITA;Paraguassu;TÈcnico em MecatrÙnica;R$ 197,00 
17/10/2020;ESCADA MAD.DUPLA 10DEGR.C/ PATAMAR SINTESE;Paraguassu;TÈcnico em EletrÙnica;R$ 248,00 
17/10/2020;ESCADA DUPLA 06DEGR.C/PLATAF.-2,00M-SINTESE;Paraguassu;TÈcnico em MecatrÙnica;R$ 330,90 
17/10/2020;ESCADA DUPLA 06DEGR.C/PLATAF.-2,00M-SINTESE;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 330,90 
09/10/2020;MICROCOMPUTADOR HD 160GB FDD 3,5POSITIVO;Paraguassu;TÈcnico em EletrÙnica;R$ 866,80 
06/10/2020;MICROCOMPUTADOR HD160GB-FDD 3,5POSITIVO;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 866,80 
30/09/2020;MICROCOMPUTADOR HD 160GB FD 3,5-POSITIVO;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 998,59 
15/09/2020;BEBEDOURO EL√âTRICO PRESS√ÉO INOX - LIBELL;Paraguassu;TÈcnico em EletrÙnica;R$ 408,90 
02/09/2020;KIT GERADOR DE TOM E PONTEIRA - IDEAL;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 486,00 
30/07/2020;TELEFONE IP --P/N DPH-150SE  /  DLINK;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 421,00 
21/07/2020;CADEIRA P/ SALA DE AULA DC-1307;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 69,79 
16/06/2020;CADEIRA P/ SALA DE AULA DC-1307;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 69,79 
01/06/2020;CADEIRA P/ SALA DE AULA DC-1307;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 69,79 
17/05/2020;CADEIRA P/ SALA DE AULA DC-1307;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 69,79 
18/03/2020;CADEIRA P/ SALA DE AULA DC-1307;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 69,79 
03/03/2020;CADEIRA P/ SALA DE AULA;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 41,88 
27/02/2020;BANCADA MAQ FURAR DC-884;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 350,00 
17/02/2020;CADEIRA PARA SALA DE AULA DC 1307;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 30,35 
02/02/2020;CADEIRA P/ SALA DE AULA DC-1307;Paraguassu;TÈcnico em EletrÙnica;R$ 14,26 
09/01/2020;MICROCOMPUTADOR PENTIUM D925 DDR2 512MB;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 1.032,74 
09/01/2020;MICROCOMPUTADOR PENTIUM D925 DDR2 512MB;Paraguassu;TÈcnico em MecatrÙnica;R$ 1.032,74 
08/01/2020;CADEIRA P/ SALA DE AULA DC-1307;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 14,26 
19/12/2019;MICROMETRO M.EXT.-0A25MM--PANTEC-13200-25;Paraguassu;TÈcnico em EletrÙnica;R$ 49,00 
19/12/2019;MICROMETRO M.EXT.-0A25MM--PANTEC-13200-25;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 49,00 
19/12/2019;MICROMETRO M.EXT.-0 A 25MM- PANTEC-13207-25;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 87,00 
12/12/2019;GUINCHO HIDR√ÅULICO MANUAL 1.000KG/ KOCH;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 4.300,00 
14/11/2019;CADEIRA P/ SALA DE AULA DC-1307;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 14,26 
09/11/2019;ALICATE PRENSA TERMINAIS;Paraguassu;TÈcnico em MecatrÙnica;R$ 49,90 
09/11/2019;ALICATE PRENSA TERMINAIS;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 49,90 
09/11/2019;ALICATE PRENSA TERMINAIS;Paraguassu;TÈcnico em EletrÙnica;R$ 49,90 
30/10/2019;CADEIRA P/ SALA DE AULA DC-1307;Paraguassu;TÈcnico em MecatrÙnica;R$ 14,26 
05/09/2019;CADEIRA P/ SALA DE AULA DC-1307;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 14,26 
22/06/2019;CADEIRA P/ SALA DE AULA DC-1307;Paraguassu;TÈcnico em EletrÙnica;R$ 14,26 
07/06/2019;PLACA UNIV 3 CASTANHAS VSC8 202MM VERTEX;Paraguassu;TÈcnico em EletrÙnica;R$ 559,74 
23/05/2019;CADEIRA C/ ALTURA REG PA253R2 MASSIMO;Paraguassu;TÈcnico em MecatrÙnica;R$ 176,61 
29/03/2019;MICROMETRO 3 CONT 40 A 45MM MITUTOYO;Paraguassu;TÈcnico em EletrÙnica;R$ 1.093,32 
27/02/2019;BANCADA MAQUINAS DE FURAR LIMAR;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 350,00 
07/02/2019;ESTANTE ACO 100X30X925CM SOFIMA;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 13,63 
02/02/2019;ESTANTE ACO 100X30X925CM SOFIMA;Paraguassu;TÈcnico em EletrÙnica;R$ 13,63 
23/01/2019;ESTANTE ACO 100X30X925CM SOFIMA;Paraguassu;TÈcnico em EletrÙnica;R$ 13,63 
13/01/2019;MICROMETRO INTERNO 25-50MM MITUTOYO;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 27,84 
03/01/2019;PAQUIMETRO UNIVERSAL 152MM/6P MITUTOYO;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 13,93 
14/11/2018;PAQUIMETRO UNIVERSAL 152MM MITUTOYO;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 67,70 
30/10/2018;VENTILADOR PEDESTAL VCL VENTISILVA;Paraguassu;TÈcnico em EletrÙnica;R$ 382,18 
10/10/2018;TORNO MECANICO ROMI S 30;Paraguassu;Aprendizagem Ind˙strial AdministraÁ„o;R$ 382,18 
05/10/2018;TORNO MECANICO ROMI S 30;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 382,18 
11/08/2018;CEPO PARA BANCADA DF 266;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 182,18 
01/08/2018;MEDIDOR COMPARADOR DIAMETROS MITUTOYO;Paraguassu;TÈcnico em MecatrÙnica;R$ 182,18 
07/07/2018;ESQUADRO DE ENCOSTO 70X100MM B.R.C.;Paraguassu;TÈcnico em EletrÙnica;R$ 182,18 
27/06/2018;ESQUADRO DE ENCOSTO 70X100MM B.R.C.;Paraguassu;TÈcnico em Desenvolvimento de Sistemas;R$ 182,18 
22/06/2018;ESQUADRO DE ENCOSTO 70X100MM B.R.C.;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 182,18 
07/06/2018;MICROMETRO INT.20-25MM C/ANEL MITUTOYO;Paraguassu;TÈcnico em MecatrÙnica;R$ 182,18 
02/06/2018;MICROMETRO INT.25-50MM 145-186 MITUTOYO;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 182,18 
28/05/2018;MICROMETRO INT.16-20MM C/ANEL MITUTOYO;Paraguassu;Aprendizagem Ind˙strial Almoxarifado;R$ 182,18 
18/05/2018;MICROMETRO INT.5-30MM 145-185 MITUTOYO;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 182,18 
13/05/2018;MICROMETRO INT.5-30MM 145-185 MITUTOYO;Paraguassu;Aprendizagem Ind˙strial em Mec‚nica;R$ 182,18 
